country_code,country_name,region,income_group,year,u5_mort,is_outlier,life_exp,gdp
CHN,China,East Asia & Pacific,Upper middle income,2017,9.3,False,77.235,9221.51403820573
CHN,China,East Asia & Pacific,Upper middle income,2018,8.6,False,77.709,9798.6528523316
CHN,China,East Asia & Pacific,Upper middle income,2019,8.0,False,77.94,10356.4804194995
CHN,China,East Asia & Pacific,Upper middle income,2020,7.5,False,78.019,10573.6420059282
CHN,China,East Asia & Pacific,Upper middle income,2021,7.0,False,78.117,11469.5707134928
CHN,China,East Asia & Pacific,Upper middle income,2022,6.6,False,78.202,11830.5983703496
CHN,China,East Asia & Pacific,Upper middle income,2023,6.1,False,77.953,12484.1578844175
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2015,85.5,False,58.281,1814.71855088017
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2016,83.0,False,58.814,1889.27777949938
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2017,80.5,False,59.315,1972.81431788947
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2018,77.9,False,59.795,2013.32307598499
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2019,75.3,False,60.274,2093.09994335779
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2020,73.0,False,60.14,2055.08483996432
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2021,70.8,False,60.29,2146.47635317946
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2022,68.7,False,61.562,2227.09845246984
CIV,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,2023,66.5,False,61.944,2315.38147441648
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2015,88.5,False,59.687,1415.00009710569
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2016,85.1,False,60.293,1435.61830727839
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2017,81.9,False,60.817,1444.90682916573
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2018,78.9,False,61.189,1461.01969999317
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2019,76.6,False,61.695,1470.31785276187
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2020,74.4,False,61.674,1434.51913723409
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2021,71.9,False,61.146,1443.57600237663
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2022,69.4,False,62.443,1458.66180431693
CMR,Cameroon,Sub-Saharan Africa,Lower middle income,2023,67.0,False,63.7,1468.17837007337
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2015,91.9,False,58.658,495.826633014883
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2016,91.5,False,59.081,480.461377880475
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2017,91.5,False,59.495,482.854682128541
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2018,91.7,False,59.926,495.312105711027
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2019,92.2,False,60.242,482.524295129472
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2020,92.7,False,60.428,470.852950000929
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2021,92.9,False,60.044,485.160805929784
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2022,92.5,False,60.979,513.512704372167
COD,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,2023,91.3,False,61.895,539.45912637913
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2015,52.7,False,63.662,2439.35189403696
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2016,51.0,False,63.911,2174.19310251224
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2017,49.3,False,64.203,2003.27121075187
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2018,47.6,False,64.472,1909.9560382117
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2019,52.2,False,63.152,1885.51080877731
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2020,44.5,False,64.391,1725.51040049963
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2021,43.0,False,64.192,1701.79060456872
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2022,41.5,False,65.0,1686.00234391385
COG,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,2023,40.3,False,65.772,1677.08549205924
COL,Colombia,Latin America & Caribbean,Upper middle income,2015,15.5,False,76.067,6248.51490534512
COL,Colombia,Latin America & Caribbean,Upper middle income,2016,15.0,False,76.228,6316.07067782542
COL,Colombia,Latin America & Caribbean,Upper middle income,2017,14.5,False,76.418,6309.67745292518
COL,Colombia,Latin America & Caribbean,Upper middle income,2018,14.0,False,76.579,6353.5464285392
COL,Colombia,Latin America & Caribbean,Upper middle income,2019,13.5,False,76.793,6439.96359812647
COL,Colombia,Latin America & Caribbean,Upper middle income,2020,13.1,False,74.757,5891.95523215403
COL,Colombia,Latin America & Caribbean,Upper middle income,2021,12.7,False,72.698,6457.16921807086
COL,Colombia,Latin America & Caribbean,Upper middle income,2022,12.3,False,76.508,6856.72590505374
COL,Colombia,Latin America & Caribbean,Upper middle income,2023,11.9,False,77.725,6828.59753791113
COM,Comoros,Sub-Saharan Africa,Lower middle income,2015,48.9,False,64.473,1329.37048235986
