country_code,country_name,region,income_group,year,u5_mort,is_outlier,life_exp,gdp
COM,Comoros,Sub-Saharan Africa,Lower middle income,2016,47.9,False,64.792,1345.62555739306
COM,Comoros,Sub-Saharan Africa,Lower middle income,2017,46.9,False,65.127,1369.41038262485
COM,Comoros,Sub-Saharan Africa,Lower middle income,2018,45.8,False,65.401,1391.84620461012
COM,Comoros,Sub-Saharan Africa,Lower middle income,2019,44.8,False,65.662,1389.36430643805
COM,Comoros,Sub-Saharan Africa,Lower middle income,2020,43.7,False,65.756,1359.70624686714
COM,Comoros,Sub-Saharan Africa,Lower middle income,2021,42.6,False,65.201,1359.76242021159
COM,Comoros,Sub-Saharan Africa,Lower middle income,2022,41.4,False,66.481,1368.3741885336
COM,Comoros,Sub-Saharan Africa,Lower middle income,2023,40.2,False,66.777,1382.51308503106
CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,2015,19.2,False,74.096,3415.06266730931
CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,2016,17.6,False,74.35,3560.1400729534
CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,2017,16.2,False,74.71,3719.71306047915
CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,2018,15.1,False,74.84,3853.67940035241
CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,2019,14.1,False,75.449,4115.90283469406
CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,2020,13.3,False,73.818,3255.93628984058
CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,2021,12.7,False,74.424,3471.6553421786
CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,2022,12.1,False,75.907,3997.76763250653
CPV,Cabo Verde,Sub-Saharan Africa,Upper middle income,2023,11.6,False,76.059,4168.67748407593
CRI,Costa Rica,Latin America & Caribbean,High income,2015,9.0,False,80.407,11714.7105980732
CRI,Costa Rica,Latin America & Caribbean,High income,2016,8.9,False,79.988,12084.4351325634
CRI,Costa Rica,Latin America & Caribbean,High income,2017,8.9,False,79.994,12468.5654531709
CRI,Costa Rica,Latin America & Caribbean,High income,2018,9.0,False,80.09,12679.5253643016
CRI,Costa Rica,Latin America & Caribbean,High income,2019,9.1,False,80.296,12877.650101079
CRI,Costa Rica,Latin America & Caribbean,High income,2020,9.3,False,79.725,12242.2098908533
CRI,Costa Rica,Latin America & Caribbean,High income,2021,9.6,False,78.05,13146.6927918465
CRI,Costa Rica,Latin America & Caribbean,High income,2022,9.9,False,79.316,13686.1614090822
CRI,Costa Rica,Latin America & Caribbean,High income,2023,10.1,False,80.799,14318.8389652137
CUB,Cuba,Latin America & Caribbean,Upper middle income,2015,6.1,False,77.745,7727.91997207998
CUB,Cuba,Latin America & Caribbean,Upper middle income,2016,6.3,False,77.571,7774.0698462623
CUB,Cuba,Latin America & Caribbean,Upper middle income,2017,6.4,False,77.3,7927.27769431767
CUB,Cuba,Latin America & Caribbean,Upper middle income,2018,6.6,False,77.426,8120.43123558256
CUB,Cuba,Latin America & Caribbean,Upper middle income,2019,6.9,False,77.413,8124.75282059108
CUB,Cuba,Latin America & Caribbean,Upper middle income,2020,7.2,False,77.407,7252.28811179844
CUB,Cuba,Latin America & Caribbean,Upper middle income,2021,7.5,False,73.201,7379.04275283674
CUB,Cuba,Latin America & Caribbean,Upper middle income,2022,7.8,False,77.629,7552.33152218842
CUB,Cuba,Latin America & Caribbean,Upper middle income,2023,8.2,False,78.085,7433.42885399674
CYP,Cyprus,Europe & Central Asia,High income,2015,2.5,False,81.464,23088.44140625
CYP,Cyprus,Europe & Central Asia,High income,2016,2.5,False,81.534,24477.986328125
CYP,Cyprus,Europe & Central Asia,High income,2017,2.6,False,81.543,25666.00390625
CYP,Cyprus,Europe & Central Asia,High income,2018,2.7,False,81.556,26962.40625
CYP,Cyprus,Europe & Central Asia,High income,2019,3.0,False,81.454,28167.16015625
CYP,Cyprus,Europe & Central Asia,High income,2020,3.3,False,81.23,26895.68359375
CYP,Cyprus,Europe & Central Asia,High income,2021,3.7,False,80.573,29517.072265625
CYP,Cyprus,Europe & Central Asia,High income,2022,4.1,False,80.434,31370.55078125
CYP,Cyprus,Europe & Central Asia,High income,2023,4.6,False,81.648,31884.84375
CZE,Czechia,Europe & Central Asia,High income,2015,3.2,False,78.57804878,17931.5987670768
CZE,Czechia,Europe & Central Asia,High income,2016,3.2,False,79.02682927,18359.0978103904
CZE,Czechia,Europe & Central Asia,High income,2017,3.2,False,78.97804878,19257.6930680911
CZE,Czechia,Europe & Central Asia,High income,2018,3.1,False,79.02926829,19736.6295261285
CZE,Czechia,Europe & Central Asia,High income,2019,3.0,False,79.22926829,20360.0599221814
CZE,Czechia,Europe & Central Asia,High income,2020,2.9,False,78.22682927,19233.1469549829
CZE,Czechia,Europe & Central Asia,High income,2021,2.8,False,77.22195122,20373.8783043424
CZE,Czechia,Europe & Central Asia,High income,2022,2.7,False,78.92926829,20627.348651011
CZE,Czechia,Europe & Central Asia,High income,2023,2.6,False,79.82682927,20272.5874017334
DEU,Germany,Europe & Central Asia,High income,2015,3.9,False,80.64146341,41929.7549110722
DEU,Germany,Europe & Central Asia,High income,2016,3.9,False,80.9902439,42516.9337063103
DEU,Germany,Europe & Central Asia,High income,2017,3.8,False,80.99268293,43543.4807050551
DEU,Germany,Europe & Central Asia,High income,2018,3.8,False,80.89268293,43905.8550061973
DEU,Germany,Europe & Central Asia,High income,2019,3.7,False,81.29268293,44235.2658954682
DEU,Germany,Europe & Central Asia,High income,2020,3.7,False,81.04146341,42372.8726784255
DEU,Germany,Europe & Central Asia,High income,2021,3.7,False,80.7902439,44011.0194631674
DEU,Germany,Europe & Central Asia,High income,2022,3.7,False,80.60804878,44817.1316331389
DEU,Germany,Europe & Central Asia,High income,2023,3.7,False,81.04146341,44368.9920074881
DJI,Djibouti,Middle East & North Africa,Lower middle income,2015,65.2,False,62.833,2376.12554719873
DJI,Djibouti,Middle East & North Africa,Lower middle income,2016,63.2,False,63.335,2502.85181449431
DJI,Djibouti,Middle East & North Africa,Lower middle income,2017,61.2,False,63.71,2596.45134698268
DJI,Djibouti,Middle East & North Africa,Lower middle income,2018,59.4,False,64.105,2677.1650334451
DJI,Djibouti,Middle East & North Africa,Lower middle income,2019,57.5,False,64.381,2781.94350113484
DJI,Djibouti,Middle East & North Africa,Lower middle income,2020,55.7,False,64.2,2773.40661780097
DJI,Djibouti,Middle East & North Africa,Lower middle income,2021,54.0,False,63.83,2854.15987035097
DJI,Djibouti,Middle East & North Africa,Lower middle income,2022,52.1,False,65.54,2959.78673011268
DJI,Djibouti,Middle East & North Africa,Lower middle income,2023,50.5,False,65.987,3117.8155381531
DMA,Dominica,Latin America & Caribbean,Upper middle income,2015,29.2,False,69.968,8282.59874702141
DMA,Dominica,Latin America & Caribbean,Upper middle income,2016,30.2,False,71.189,8499.52291903149
DMA,Dominica,Latin America & Caribbean,Upper middle income,2017,31.1,False,68.62,7985.6341102129
DMA,Dominica,Latin America & Caribbean,Upper middle income,2018,32.1,False,71.378,8261.16492553236
DMA,Dominica,Latin America & Caribbean,Upper middle income,2019,33.0,False,71.305,8624.51695993537
DMA,Dominica,Latin America & Caribbean,Upper middle income,2020,33.8,False,71.269,7302.94454951254
DMA,Dominica,Latin America & Caribbean,Upper middle income,2021,34.4,False,69.832,7738.31730070386
DMA,Dominica,Latin America & Caribbean,Upper middle income,2022,35.0,False,71.081,8590.92209069816
DMA,Dominica,Latin America & Caribbean,Upper middle income,2023,35.4,False,71.132,8946.98822588042
DNK,Denmark,Europe & Central Asia,High income,2015,4.1,False,80.70243902,53094.0133607574
DNK,Denmark,Europe & Central Asia,High income,2016,4.0,False,80.85365854,54300.2039621991
DNK,Denmark,Europe & Central Asia,High income,2017,3.9,False,81.10243902,55601.0145717787
DNK,Denmark,Europe & Central Asia,High income,2018,3.9,False,80.95365854,56355.0733084714
DNK,Denmark,Europe & Central Asia,High income,2019,3.8,False,81.45121951,57114.6227336347
DNK,Denmark,Europe & Central Asia,High income,2020,3.7,False,81.60243902,55934.5555945523
DNK,Denmark,Europe & Central Asia,High income,2021,3.7,False,81.40487805,59312.8158043771
DNK,Denmark,Europe & Central Asia,High income,2022,3.8,False,81.30487805,59108.7449374068
DNK,Denmark,Europe & Central Asia,High income,2023,3.9,False,81.75365854,59026.9843650999
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2015,34.9,False,72.982,6800.95309395474
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2016,34.9,False,72.889,7177.75376475488
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2017,34.9,False,73.37,7379.39978067137
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2018,34.7,False,73.555,7818.70593240469
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2019,34.4,False,73.112,8117.04639185786
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2020,33.8,False,72.636,7395.8734262396
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2021,33.0,False,71.757,8344.90510312395
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2022,32.3,False,74.211,8698.13592094395
DOM,Dominican Republic,Latin America & Caribbean,Upper middle income,2023,31.5,False,73.72,8809.96335385949
DZA,Algeria,Middle East & North Africa,Upper middle income,2015,24.9,False,75.159,4685.05902729002
DZA,Algeria,Middle East & North Africa,Upper middle income,2016,24.5,False,75.31,4768.73140081027
DZA,Algeria,Middle East & North Africa,Upper middle income,2017,24.0,False,75.431,4742.90075532529
DZA,Algeria,Middle East & North Africa,Upper middle income,2018,23.7,False,75.555,4717.0035885361
DZA,Algeria,Middle East & North Africa,Upper middle income,2019,23.3,False,75.682,4672.66408678635
DZA,Algeria,Middle East & North Africa,Upper middle income,2020,22.9,False,73.257,4363.68533767783
DZA,Algeria,Middle East & North Africa,Upper middle income,2021,22.6,False,75.208,4456.74687637774
DZA,Algeria,Middle East & North Africa,Upper middle income,2022,22.3,False,76.129,4544.46688060372
DZA,Algeria,Middle East & North Africa,Upper middle income,2023,22.0,False,76.261,4660.40545687895
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2015,15.3,False,76.222,5976.1596805651
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2016,14.8,False,76.094,5849.13587933672
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2017,14.4,False,76.22,6104.27253521751
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2018,14.1,False,77.248,6063.0956178776
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2019,13.8,False,77.286,5971.38938386723
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2020,13.6,False,72.004,5355.68934196443
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2021,13.4,False,72.746,5815.09477390949
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2022,13.2,False,76.577,6107.49495006543
ECU,Ecuador,Latin America & Caribbean,Upper middle income,2023,13.0,False,77.392,6174.81822806637
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2015,26.5,False,70.135,3306.98159414141
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2016,26.0,False,70.437,3381.22246306207
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2017,25.6,False,70.709,3452.90961245539
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2018,25.2,False,70.974,3568.63966286161
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2019,24.8,False,71.213,3701.2446345188
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2020,24.4,False,69.79,3770.86947867421
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2021,24.0,False,68.976,3837.31992324447
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2022,23.5,False,71.01,4029.78295457978
EGY,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,2023,22.9,False,71.633,4111.3118478995
ERI,Eritrea,Sub-Saharan Africa,Low income,2015,46.4,False,65.909,
ERI,Eritrea,Sub-Saharan Africa,Low income,2016,44.7,False,66.242,
ERI,Eritrea,Sub-Saharan Africa,Low income,2017,43.3,False,66.612,
ERI,Eritrea,Sub-Saharan Africa,Low income,2018,41.9,False,66.979,
ERI,Eritrea,Sub-Saharan Africa,Low income,2019,40.5,False,67.306,
ERI,Eritrea,Sub-Saharan Africa,Low income,2020,39.1,False,66.98,
ERI,Eritrea,Sub-Saharan Africa,Low income,2021,37.8,False,66.94,
ERI,Eritrea,Sub-Saharan Africa,Low income,2022,36.6,False,67.789,
ERI,Eritrea,Sub-Saharan Africa,Low income,2023,35.4,False,68.624,
ESP,Spain,Europe & Central Asia,High income,2015,3.3,False,82.83170732,25982.4416197775
ESP,Spain,Europe & Central Asia,High income,2016,3.3,False,83.32926829,26719.2442268615
ESP,Spain,Europe & Central Asia,High income,2017,3.2,False,83.28292683,27426.281015093
ESP,Spain,Europe & Central Asia,High income,2018,3.2,False,83.43170732,27956.7225466484
ESP,Spain,Europe & Central Asia,High income,2019,3.2,False,83.83170732,28301.4393949563
ESP,Spain,Europe & Central Asia,High income,2020,3.2,False,82.23170732,25077.019882928
ESP,Spain,Europe & Central Asia,High income,2021,3.2,False,83.17804878,26705.3629138959
ESP,Spain,Europe & Central Asia,High income,2022,3.2,False,83.13414634,28203.1093419474
ESP,Spain,Europe & Central Asia,High income,2023,3.2,False,83.93414634,28558.6319817501
EST,Estonia,Europe & Central Asia,High income,2015,3.2,False,77.5902439,17722.1557669523
EST,Estonia,Europe & Central Asia,High income,2016,3.0,False,77.64146341,18264.9873304279
EST,Estonia,Europe & Central Asia,High income,2017,2.8,False,78.09268293,19270.8141210511
EST,Estonia,Europe & Central Asia,High income,2018,2.7,False,78.24390244,19914.3454922878
EST,Estonia,Europe & Central Asia,High income,2019,2.5,False,78.64634146,20579.8756732376
EST,Estonia,Europe & Central Asia,High income,2020,2.4,False,78.59512195,19946.945696898
EST,Estonia,Europe & Central Asia,High income,2021,2.3,False,76.94390244,21570.6658455268
EST,Estonia,Europe & Central Asia,High income,2022,2.2,False,77.84390244,21023.2994937246
EST,Estonia,Europe & Central Asia,High income,2023,2.1,False,78.79268293,20126.3730486957
FIN,Finland,Europe & Central Asia,High income,2015,2.5,False,81.4804878,42560.3456767103
FIN,Finland,Europe & Central Asia,High income,2016,2.4,False,81.42926829,43529.6761616969
FIN,Finland,Europe & Central Asia,High income,2017,2.4,False,81.63170732,44862.220404205
FIN,Finland,Europe & Central Asia,High income,2018,2.4,False,81.73414634,45337.2409550575
FIN,Finland,Europe & Central Asia,High income,2019,2.4,False,81.98292683,45898.5708448954
FIN,Finland,Europe & Central Asia,High income,2020,2.4,False,81.93170732,44690.9801103074
FIN,Finland,Europe & Central Asia,High income,2021,2.4,False,81.88536585,45792.0454180872
FIN,Finland,Europe & Central Asia,High income,2022,2.4,False,81.18780488,46016.1492103929
FIN,Finland,Europe & Central Asia,High income,2023,2.4,False,81.58536585,45357.0296547377
FJI,Fiji,East Asia & Pacific,Upper middle income,2015,20.9,False,66.48,5097.53106864695
FJI,Fiji,East Asia & Pacific,Upper middle income,2016,21.6,False,66.657,5218.85823412748
FJI,Fiji,East Asia & Pacific,Upper middle income,2017,22.7,False,67.06,5500.67840152349
FJI,Fiji,East Asia & Pacific,Upper middle income,2018,24.2,False,66.965,5720.21447177109
FJI,Fiji,East Asia & Pacific,Upper middle income,2019,25.7,False,67.009,5701.10435269432
FJI,Fiji,East Asia & Pacific,Upper middle income,2020,27.2,False,66.924,4721.1228189763
FJI,Fiji,East Asia & Pacific,Upper middle income,2021,28.3,False,64.904,4507.33353596072
FJI,Fiji,East Asia & Pacific,Upper middle income,2022,28.9,False,67.148,5291.51693123572
FJI,Fiji,East Asia & Pacific,Upper middle income,2023,29.2,False,67.316,5761.5694863591
FRA,France,Europe & Central Asia,High income,2015,4.2,False,82.32195122,36702.4323733379
FRA,France,Europe & Central Asia,High income,2016,4.2,False,82.57317073,36920.5342846914
FRA,France,Europe & Central Asia,High income,2017,4.2,False,82.57560976,37580.5979329356
FRA,France,Europe & Central Asia,High income,2018,4.2,False,82.67560976,38062.4435961412
FRA,France,Europe & Central Asia,High income,2019,4.2,False,82.82682927,38705.2072940618
FRA,France,Europe & Central Asia,High income,2020,4.2,False,82.17560976,35709.2045925926
FRA,France,Europe & Central Asia,High income,2021,4.3,False,82.32439024,38030.8571685178
FRA,France,Europe & Central Asia,High income,2022,4.3,False,82.12926829,38868.3303330557
FRA,France,Europe & Central Asia,High income,2023,4.3,False,82.83170732,39319.4152227295
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2015,29.8,False,65.306,2853.07643587028
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2016,28.9,False,65.576,2870.49424845266
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2017,28.1,False,65.761,2922.07246225843
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2018,27.3,False,65.943,2910.6935304708
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2019,26.4,False,66.196,3019.25086619614
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2020,25.6,False,65.878,2951.77114318964
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2021,24.7,False,66.152,3023.96457451783
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2022,23.9,False,66.961,2923.25915160041
FSM,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,2023,23.1,False,67.198,2923.05174793291
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2015,44.4,False,66.336,7047.12654634355
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2016,42.7,False,66.583,6991.3251446736
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2017,41.4,False,66.816,6840.05959347802
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2018,39.9,False,67.043,6724.5961429108
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2019,38.5,False,67.337,6817.56879468764
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2020,36.8,False,67.073,6534.27966528997
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2021,35.8,False,67.072,6479.04900690761
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2022,34.7,False,67.713,6527.48207900404
GAB,Gabon,Sub-Saharan Africa,Upper middle income,2023,33.8,False,68.337,6541.2536861807
GBR,United Kingdom,Europe & Central Asia,High income,2015,4.5,False,80.95609756,45255.3449216209
GBR,United Kingdom,Europe & Central Asia,High income,2016,4.4,False,81.15609756,45888.0105130748
GBR,United Kingdom,Europe & Central Asia,High income,2017,4.4,False,81.25609756,47018.0254757676
GBR,United Kingdom,Europe & Central Asia,High income,2018,4.4,False,81.25609756,47514.7763693453
GBR,United Kingdom,Europe & Central Asia,High income,2019,4.4,False,81.36912195,47864.7588712634
GBR,United Kingdom,Europe & Central Asia,High income,2020,4.4,False,80.3317561,42982.4631007642
GBR,United Kingdom,Europe & Central Asia,High income,2021,4.4,False,80.64731707,46487.3424706549
GBR,United Kingdom,Europe & Central Asia,High income,2022,4.5,False,81.01121951,48433.009835767
GBR,United Kingdom,Europe & Central Asia,High income,2023,4.6,False,81.23809756,47934.9375098983
GEO,Georgia,Europe & Central Asia,Upper middle income,2015,10.6,False,73.241,4086.6223465965
GEO,Georgia,Europe & Central Asia,Upper middle income,2016,10.2,False,73.136,4225.09154904806
GEO,Georgia,Europe & Central Asia,Upper middle income,2017,10.0,False,73.435,4442.50744127374
GEO,Georgia,Europe & Central Asia,Upper middle income,2018,9.8,False,73.985,4713.65354845303
GEO,Georgia,Europe & Central Asia,Upper middle income,2019,9.6,False,74.165,4975.81148194814
GEO,Georgia,Europe & Central Asia,Upper middle income,2020,9.4,False,73.509,4659.60925318234
GEO,Georgia,Europe & Central Asia,Upper middle income,2021,9.2,False,71.635,5175.19865185825
GEO,Georgia,Europe & Central Asia,Upper middle income,2022,9.0,False,74.141,5736.30449578597
GEO,Georgia,Europe & Central Asia,Upper middle income,2023,8.8,False,74.496,6180.6206023429
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2015,52.5,False,63.175,1722.77282833606
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2016,50.3,False,63.522,1740.81101902928
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2017,48.2,False,63.829,1841.44636153249
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2018,46.1,False,64.138,1915.4532323781
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2019,44.1,False,64.455,1999.55372220211
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2020,42.2,False,64.309,1970.19411460398
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2021,40.3,False,64.286,2030.04866500967
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2022,38.6,False,65.246,2067.20895910766
GHA,Ghana,Sub-Saharan Africa,Lower middle income,2023,37.2,False,65.498,2091.8133564595
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2015,113.7,False,57.899,747.356966759448
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2016,111.4,False,58.49,807.236421043888
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2017,109.5,False,58.715,867.907502577607
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2018,107.5,False,59.043,899.907328045175
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2019,105.4,False,59.379,926.42221954853
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2020,102.9,False,59.35,945.570903389665
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2021,100.3,False,59.373,973.646890096159
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2022,97.6,False,60.432,987.502501465337
GIN,Guinea,Sub-Saharan Africa,Lower middle income,2023,95.0,False,60.74,1016.88094800324
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2015,58.9,False,62.971,619.536364296461
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2016,56.6,False,63.386,615.193365494386
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2017,54.3,False,63.708,628.777299272925
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2018,52.3,False,64.034,658.127833258563
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2019,50.4,False,64.427,682.797642940426
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2020,48.6,False,64.418,670.758642891251
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2021,47.0,False,63.847,689.49323955737
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2022,45.3,False,64.859,710.686979216316
GMB,"Gambia, The",Sub-Saharan Africa,Low income,2023,43.8,False,65.86,735.612383709511
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2015,91.6,False,60.071,645.066837207039
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2016,88.2,False,60.619,663.242608032005
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2017,85.1,False,61.148,677.466131311367
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2018,82.2,False,61.652,686.456819839526
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2019,79.5,False,62.161,706.298562874985
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2020,76.7,False,61.343,710.275129060129
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2021,74.3,False,61.653,729.627090607537
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2022,72.0,False,63.605,752.901123263165
GNB,Guinea-Bissau,Sub-Saharan Africa,Low income,2023,69.7,False,64.085,779.085789155531
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2015,92.1,False,60.635,9068.91003238645
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2016,89.0,False,61.081,7971.83401904573
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2017,86.1,False,61.481,7259.10936454803
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2018,83.2,False,61.915,6578.90039765711
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2019,80.7,False,62.297,6018.12066321865
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2020,77.9,False,62.141,5575.26241511492
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2021,75.1,False,62.447,5487.92479201992
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2022,72.8,False,63.355,5524.24312418579
GNQ,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,2023,70.4,False,63.707,5118.21986148331
GRC,Greece,Europe & Central Asia,High income,2015,4.3,False,81.03658537,17980.7298238137
GRC,Greece,Europe & Central Asia,High income,2016,4.3,False,81.38780488,18049.928997892
GRC,Greece,Europe & Central Asia,High income,2017,4.3,False,81.28780488,18352.0884461258
GRC,Greece,Europe & Central Asia,High income,2018,4.2,False,81.78780488,18769.0389621976
GRC,Greece,Europe & Central Asia,High income,2019,4.1,False,81.63902439,19216.6759579785
GRC,Greece,Europe & Central Asia,High income,2020,4.1,False,81.28780488,17486.951333323
GRC,Greece,Europe & Central Asia,High income,2021,4.0,False,80.08292683,19232.9683327114
GRC,Greece,Europe & Central Asia,High income,2022,4.0,False,80.78780488,20552.3223279685
GRC,Greece,Europe & Central Asia,High income,2023,3.9,False,81.73658537,21050.8648111581
GRD,Grenada,Latin America & Caribbean,Upper middle income,2015,17.5,False,75.037,8694.12438005692
GRD,Grenada,Latin America & Caribbean,Upper middle income,2016,17.8,False,75.01,8983.68397337899
GRD,Grenada,Latin America & Caribbean,Upper middle income,2017,18.1,False,74.977,9357.40728883583
GRD,Grenada,Latin America & Caribbean,Upper middle income,2018,18.3,False,74.957,9744.16919577204
GRD,Grenada,Latin America & Caribbean,Upper middle income,2019,18.5,False,74.971,9785.56040240592
GRD,Grenada,Latin America & Caribbean,Upper middle income,2020,18.6,False,75.019,8413.28335500372
GRD,Grenada,Latin America & Caribbean,Upper middle income,2021,18.7,False,74.522,8782.32193426078
GRD,Grenada,Latin America & Caribbean,Upper middle income,2022,18.5,False,75.151,9406.19337643226
GRD,Grenada,Latin America & Caribbean,Upper middle income,2023,18.3,False,75.205,9817.86383583917
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2015,28.1,False,70.915,3893.50533299068
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2016,27.0,False,71.215,3924.77894837098
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2017,26.1,False,71.583,3972.74057836068
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2018,25.1,False,71.496,4040.2121371198
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2019,24.3,False,71.639,4139.12203836307
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2020,23.5,False,69.971,4005.83911593999
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2021,22.7,False,67.858,4268.62858565412
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2022,21.9,False,71.206,4385.14891178047
GTM,Guatemala,Latin America & Caribbean,Upper middle income,2023,21.2,False,72.602,4470.70728455461
GUY,Guyana,Latin America & Caribbean,High income,2015,33.3,False,67.719,5640.41560569466
GUY,Guyana,Latin America & Caribbean,High income,2016,32.4,False,68.069,5818.61682204646
GUY,Guyana,Latin America & Caribbean,High income,2017,31.4,False,68.543,5997.18271426826
GUY,Guyana,Latin America & Caribbean,High income,2018,30.5,False,68.829,6080.90612132746
GUY,Guyana,Latin America & Caribbean,High income,2019,29.6,False,69.067,6278.63054079553
GUY,Guyana,Latin America & Caribbean,High income,2020,28.6,False,67.751,9010.61000469878
GUY,Guyana,Latin America & Caribbean,High income,2021,27.8,False,64.323,10711.9973374148
